KabKota_Angka,Pengeluaran_PerKapita,Total_Pengeluaran_RT,Makanan_Rupiah,NonMakanan_Rupiah,Kalori_PerKapita,Penimbang_Penduduk,Penimbang_RT
6,1039781.428571428,2079562.857142857,1175562.857142857,903999.9999999998,2316.219744897959,825.3913356495298,412.6956678247649
6,756872.619047619,3027490.476190476,1745657.142857142,1281833.333333333,1943.077397959183,1302.615481448869,325.6538703622172
6,638085.2380952381,1276170.476190476,726587.142857143,549583.3333333333,2032.19831632653,1343.105019924813,671.5525099624068
6,1087977.777777777,3263933.333333333,2178299.999999999,1085633.333333333,2970.809353741496,841.0601065241054,280.3533688413684
6,1298923.809523809,2597847.619047618,1337014.285714285,1260833.333333333,2200.242499999999,176.9779443492035,88.48897217460178
6,930201.5873015872,2790604.761904761,1652721.428571428,1137883.333333333,2171.489727891156,1674.110752336491,558.0369174454972
6,683698.5714285715,1367397.142857143,883397.142857143,484000,2098.80331632653,997.9101989108052,498.9550994554026
6,1752641.904761904,3505283.809523808,1803167.142857142,1702116.666666666,2398.22331632653,529.5576742117438,264.7788371058719
6,996283.0952380951,1992566.19047619,1224732.857142857,767833.3333333333,2369.535459183673,825.3913356495298,412.6956678247649
6,822151.5476190473,3288606.190476189,2091522.857142856,1197083.333333333,1977.599464285714,2294.732434422825,573.6831086057063
6,692964.2857142854,2078892.857142856,1472142.857142856,606750,2173.33887755102,3705.478393366627,1235.159464455542
6,919473.0158730156,2758419.047619047,1636585.714285714,1121833.333333333,2304.801666666666,578.7987640864033,192.9329213621344
6,703246.8253968252,2109740.476190475,1310657.142857142,799083.3333333333,1995.044115646257,3230.018320003772,1076.67277333459
6,784853.1746031747,2354559.523809524,1484142.857142857,870416.6666666669,2082.907448979591,962.0571472551524,320.6857157517175
6,902003.5714285716,1804007.142857143,940757.1428571428,863250.0000000001,2128.649642857142,841.5594551455202,420.7797275727601
6,780092.7380952378,3120370.952380951,2014954.285714285,1105416.666666666,2035.651785714285,4168.25711238419,1042.064278096047
6,781807.1428571428,2345421.428571428,1267671.428571428,1077749.999999999,1967.773095238095,1218.680789148442,406.2269297161474
6,2554659.523809524,2554659.523809524,1370742.857142857,1183916.666666666,2584.267040816326,180.8111848336231,180.8111848336231
6,1145434.523809523,2290869.047619047,1487785.714285714,803083.3333333334,2403.501071428571,537.108267067973,268.5541335339865
6,797650.6349206349,2392951.904761904,1267868.571428571,1125083.333333333,2163.515238095238,913.550323371806,304.5167744572687
6,606515.4761904762,2426061.904761904,1772228.571428571,653833.3333333333,1952.658801020408,2256.757848463066,564.1894621157666
6,1024055.714285714,1024055.714285714,458305.7142857144,565750,3015.947857142856,502.7926871264147,502.7926871264147
6,1030635.714285714,1030635.714285714,514885.7142857143,515750,2972.91693877551,502.7926871264147,502.7926871264147
6,466478.5714285713,1399435.714285714,980185.7142857142,419250,1880.072380952381,3413.184648322283,1137.728216107427
6,1190640.476190476,1190640.476190476,545057.1428571428,645583.3333333333,2696.468367346938,26.34509752132034,26.34509752132034
6,800854.7619047618,800854.7619047618,429771.4285714286,371083.3333333331,1828.878163265306,26.34509752132034,26.34509752132034
6,860849.5238095237,860849.5238095237,370182.8571428571,490666.6666666666,2221.695714285714,502.7926871264147,502.7926871264147
6,1761523.809523809,1761523.809523809,921857.1428571428,839666.6666666667,2270.181326530612,26.34509752132034,26.34509752132034
6,754801.1904761902,2264403.57142857,1180328.57142857,1084075,1948.575986394557,1083.432949915632,361.1443166385441
6,716361.1111111111,2149083.333333333,1626000,523083.3333333334,1858.932517006802,1151.523043393287,383.841014464429
6,2895767.857142857,5791535.714285714,3217285.714285715,2574250,2869.383775510203,45.43574789908868,22.71787394954434
6,715043.6507936507,2145130.952380952,1375714.285714285,769416.6666666666,2352.510748299318,1545.905082354899,515.3016941182999
6,658357.1428571427,1316714.285714285,796714.2857142854,520000,2613.900714285714,519.7982862056421,259.899143102821
6,880892.857142857,1761785.714285714,1138285.714285714,623499.9999999998,2344.1875510204072,519.7982862056421,259.899143102821
6,1993869.047619047,1993869.047619047,1039285.714285714,954583.3333333333,3465.701428571428,22.71787394954434,22.71787394954434
6,2177684.523809523,4355369.047619046,2416285.714285713,1939083.333333333,3509.757142857142,45.43574789908868,22.71787394954434
6,929461.3095238094,3717845.238095237,1635428.571428571,2082416.666666666,1962.226964285714,1318.718391172066,329.6795977930166
6,3065410.714285714,6130821.428571429,3914571.428571428,2216250,3256.028775510203,690.8719365909305,345.4359682954653
6,1210345.238095238,4841380.952380953,3466714.285714285,1374666.666666666,2369.033678571428,2038.499935118188,509.6249837795471
6,2476107.142857142,4952214.285714285,2692714.285714285,2259499.999999999,3090.304030612244,904.9440678199848,452.4720339099924
6,2019714.285714285,2019714.285714285,1402714.285714285,617000.0000000002,4349.801428571428,209.3106923058051,209.3106923058051
6,2276035.714285714,6828107.142857141,3297857.142857142,3530249.999999999,2772.204897959182,682.0091239533639,227.3363746511213
6,1147767.857142856,2295535.714285713,1723285.714285713,572249.9999999997,3547.297346938775,1025.126377398873,512.5631886994368
6,3713801.587301587,11141404.76190476,5255571.428571429,5885833.333333333,3120.427891156462,1557.744227373476,519.2480757911587
6,926848.2142857144,3707392.857142857,2096142.857142857,1611250,2282.82025510204,684.300595726781,171.0751489316952
6,627238.0952380951,2508952.380952381,1573285.714285714,935666.6666666664,1987.759489795918,1282.550225717906,320.6375564294767
6,1210916.666666666,2421833.333333333,1203000,1218833.333333333,2867.687244897958,453.5215850392106,226.7607925196053
6,746854.1666666667,2987416.666666666,1688999.999999999,1298416.666666667,2050.185918367346,980.5854930162805,245.1463732540701
6,1801285.714285713,1801285.714285713,1165285.714285713,636000,3087.185102040816,146.7456681839294,146.7456681839294
6,3075845.238095238,6151690.476190476,2271857.142857143,3879833.333333333,3002.519336734693,1334.419598218848,667.209799109424
6,1013365.873015873,3040097.619047619,1651714.285714285,1388383.333333333,2205.847346938774,1911.519504394111,637.1731681313706
6,838019.0476190473,2514057.142857142,1440857.142857142,1073199.999999999,2376.164557823129,3420.914229395992,1140.304743131997
6,986198.4126984124,2958595.238095237,1566428.571428571,1392166.666666666,2411.514591836733,3593.741255786111,1197.913751928703
6,1117940.476190476,4471761.904761904,2490428.57142857,1981333.333333333,2063.848979591836,2244.101716638984,561.025429159746
6,1514166.666666666,1514166.666666666,948000,566166.6666666667,3106.227959183673,752.3852614698751,752.3852614698751
6,1363315.476190476,5453261.904761904,3270428.571428572,2182833.333333332,2205.230765306122,4026.159181246616,1006.539795311654
6,1828880.952380952,3657761.904761904,1449428.571428571,2208333.333333333,2913.576479591837,325.4725229535209,162.7362614767604
6,1497202.380952381,1497202.380952381,967285.7142857142,529916.6666666667,3114.314836734694,752.3852614698751,752.3852614698751
6,2025473.214285714,8101892.857142856,3863142.857142856,4238750,2524.819948979591,4672.122560707693,1168.030640176923
6,576440.4761904762,1729321.428571428,1238571.428571428,490749.9999999999,2215.522857142857,2275.891145178105,758.6303817260354
6,1156833.333333333,2313666.666666666,1518000,795666.6666666666,2317.632857142857,444.1620030735518,222.0810015367759
6,983000,1966000,1539000,427000.0000000001,2891.60607142857,444.1620030735518,222.0810015367759
6,2357785.714285714,7073357.142857141,3582857.142857142,3490499.999999999,3072.658775510204,369.7324603319486,123.2441534439828
6,708781.7460317459,2126345.238095237,1386428.571428571,739916.6666666666,2315.630510204081,58.23653136291863,19.41217712097287
6,505369.0476190474,1010738.095238094,664071.428571428,346666.6666666666,1913.434642857142,953.0966231106404,476.5483115553202
6,732333.3333333331,732333.3333333331,443999.9999999998,288333.3333333333,2912.342142857142,19.41217712097287,19.41217712097287
6,460372.0238095236,1841488.095238094,1505571.428571428,335916.6666666666,1934.153035714285,2761.938208332885,690.4845520832213
6,5381160.714285714,10762321.42857142,3302571.428571429,7459750,3725.39,444.1620030735518,222.0810015367759
6,507043.6507936508,1521130.952380952,1174714.285714285,346416.6666666666,2465.768761904761,496.9463413221787,165.6487804407262
6,724347.0238095237,1448694.047619047,1024885.714285714,423808.3333333333,1841.91413265306,905.8839884616696,452.9419942308347
6,989677.3809523808,1979354.761904761,1530471.428571428,448883.3333333331,1968.877224489795,972.7799151254274,486.3899575627137
6,1452166.666666666,1452166.666666666,721500.0000000001,730666.6666666666,2443.316224489796,20.79876120104237,20.79876120104237
6,599650.595238095,2398602.38095238,1910485.714285713,488116.6666666666,1364.778341836734,108.8913720360263,27.22284300900659
6,622437.7976190478,2489751.190476191,1934142.857142857,555608.3333333333,1423.880471938775,486.4073800159663,121.6018450039915
6,640192.2619047618,2560769.047619047,1910185.714285714,650583.3333333333,1582.998698979591,1957.314608299516,489.3286520748792
6,682519.8412698413,2047559.523809523,1295142.857142857,752416.6666666666,1679.669523809523,1248.538190026324,416.1793966754416
6,459787.3015873015,1379361.904761904,869528.5714285712,509833.3333333333,1368.185034013605,1057.957454849668,352.6524849498895
6,583074.6031746031,1749223.809523809,1147457.142857143,601766.6666666663,1470.278843537415,1898.952908756366,632.9843029187887
6,1046946.428571428,2093892.857142857,1484142.857142857,609750,1915.722551020408,1103.163240570027,551.5816202850139
6,2448476.19047619,7345428.571428571,4704428.571428571,2641000,3789.815034013605,2483.521635781289,827.8405452604298
6,1571529.761904761,6286119.047619044,4924285.714285711,1361833.333333333,3386.394285714285,1563.066842663256,390.766710665814
6,2040023.809523809,4080047.619047618,3430714.285714285,649333.3333333333,4375.023979591836,81.6395583451047,40.81977917255235
6,2301297.619047619,2301297.619047619,1552714.285714286,748583.3333333333,4320.383163265306,549.878813386245,549.878813386245
6,2373630.952380952,4747261.904761904,3165428.571428571,1581833.333333333,4321.38107142857,489.3034444350044,244.6517222175022
6,1987694.444444444,5963083.333333332,4679999.999999999,1283083.333333333,4022.444081632652,1360.584275918439,453.528091972813
6,1954126.984126983,5862380.95238095,3799714.285714283,2062666.666666666,3587.061700680272,2572.442183590822,857.4807278636073
6,2054636.904761904,4109273.809523809,3057857.142857142,1051416.666666666,4213.332551020408,81.6395583451047,40.81977917255235
6,1998904.761904761,3997809.523809522,2942142.857142856,1055666.666666666,3922.216836734693,2416.266687011138,1208.133343505569
6,1767446.428571428,3534892.857142857,2852142.857142857,682750.0000000001,4341.328979591837,82.46472074618708,41.23236037309354
6,931643.6507936508,2794930.952380952,2107714.285714285,687216.6666666666,2716.539523809523,2339.925220922686,779.9750736408955
6,1426159.523809523,1426159.523809523,977742.8571428572,448416.6666666666,3553.782857142857,213.0060789845012,213.0060789845012
6,2487495.238095238,2487495.238095238,1678328.571428571,809166.6666666666,3732.372857142856,24.76544477187407,24.76544477187407
6,714211.3095238094,2856845.238095237,2172428.57142857,684416.6666666667,2152.399285714285,1600.787072371037,400.1967680927593
6,841345.2380952379,1682690.476190475,1218857.142857142,463833.3333333333,2828.433214285714,593.5633075416581,296.781653770829
6,1893351.587301587,5680054.761904762,3987471.428571428,1692583.333333333,2991.245238095238,1092.038677124553,364.0128923748512
6,1346311.904761904,1346311.904761904,848228.5714285712,498083.3333333334,3302.741428571428,213.0060789845012,213.0060789845012
6,1382261.904761905,5529047.619047621,3901714.285714287,1627333.333333333,2477.274107142857,1651.797599077381,412.9493997693454
6,994971.4285714284,2984914.285714285,2024914.285714285,959999.9999999997,2274.114523809523,1718.846284771366,572.9487615904554
6,1341719.047619047,1341719.047619047,837385.7142857142,504333.3333333333,2994.167857142856,472.6452242074424,472.6452242074424
6,775017.857142857,3100071.428571428,2099571.428571428,1000500,2479.709744897959,2062.956614371399,515.7391535928497
6,2177375.396825396,6532126.19047619,4006542.857142856,2525583.333333333,3141.306394557823,1368.136907963332,456.0456359877776
6,1515101.19047619,1515101.19047619,776142.857142857,738958.3333333333,3722.575714285714,293.463382925829,293.463382925829
6,875337.619047619,4376688.095238095,3026271.428571429,1350416.666666666,2687.039020408163,2716.609455540091,543.3218911080183
6,2969747.619047619,5939495.238095238,3733328.571428571,2206166.666666666,3571.827244897959,902.6737909635638,451.3368954817819
6,1145179.761904762,4580719.047619048,2938885.714285714,1641833.333333333,2663.842704081632,2111.459457671401,527.8648644178502
6,2309367.857142857,4618735.714285714,2676985.714285715,1941749.999999999,4200.358622448979,991.0763365856812,495.5381682928405
6,2094145.833333333,8376583.333333333,6318000,2058583.333333333,2901.321760204082,907.7772267853136,226.9443066963284
6,2620884.523809523,5241769.047619046,2969185.714285713,2272583.333333333,3230.077142857142,547.3297910890489,273.6648955445244
6,1178944.047619047,2357888.095238094,1466571.428571428,891316.6666666665,2683.525,258.4136232603876,129.2068116301938
6,456660,1826640,1056390,770250.0000000001,1137.404107142857,957.6278145349324,239.4069536337331
6,436249.0476190475,1308747.142857142,793247.1428571427,515500.0000000001,1337.460238095238,1762.699209135344,587.5664030451147
6,988553.3333333336,988553.3333333336,383970.0000000001,604583.3333333334,1916.426428571428,447.0729352676848,447.0729352676848
6,1188445.714285714,1188445.714285714,444445.7142857144,743999.9999999998,1982.215714285714,201.4814666140907,201.4814666140907
6,872269.2857142857,3489077.142857143,2001827.142857143,1487250,1265.145178571428,2760.85122844468,690.2128071111702
6,2387773.571428571,4775547.142857142,3086297.142857142,1689250,1988.788214285714,603.8499699061128,301.9249849530564
6,2234931.111111111,6704793.333333333,4444710,2260083.333333333,1874.849285714285,1234.520603545689,411.5068678485633
6,457776.6666666666,1831106.666666666,1256190,574916.6666666667,1386.679107142857,3465.325801208391,866.3314503020978
6,491733.1746031744,1475199.523809523,848532.8571428569,626666.6666666665,1360.151666666666,572.5029328805678,190.8343109601892
6,888030.476190476,2664091.428571428,1447341.428571428,1216749.999999999,1314.742142857142,2234.643491544379,744.8811638481264
6,710444.0476190475,2841776.19047619,1998192.857142857,843583.3333333334,1406.638749999999,1924.520048020082,481.1300120050206
6,410221.1904761904,820442.380952381,535525.7142857143,284916.6666666666,1457.841785714285,2035.632694859423,1017.816347429711
6,578082.857142857,1734248.571428571,929498.5714285712,804750.0000000001,1404.645952380952,1999.918147173753,666.6393823912512
6,531875.8333333333,2127503.333333333,1693920,433583.3333333333,1246.363214285714,2943.862136150359,735.9655340375898
6,658297.7380952381,2633190.952380952,1639024.285714285,994166.6666666664,1324.574821428571,2684.808477724815,671.2021194312038
6,482821.3095238094,1931285.238095237,1206368.571428571,724916.6666666665,1420.689999999999,4437.541285484385,1109.385321371096
6,782717.7380952379,3130870.952380951,2190454.285714285,940416.6666666664,1408.972857142857,4011.432219138622,1002.858054784655
6,825421.2698412699,2476263.809523809,1022597.142857142,1453666.666666667,1306.781666666666,2032.592748782986,677.5309162609954
6,828413.8095238095,828413.8095238095,393497.1428571428,434916.6666666666,2066.683571428571,232.7984513294096,232.7984513294096
6,538748.2857142856,2693741.428571428,1771491.428571428,922249.9999999998,1302.865571428571,9070.56183945626,1814.112367891252
6,3053738.095238096,6107476.190476192,4667142.857142858,1440333.333333333,3931.351785714284,859.311400769915,429.6557003849575
6,2778595.238095238,5557190.476190476,3786857.142857143,1770333.333333333,4452.454285714285,859.311400769915,429.6557003849575
6,595806.5476190478,2383226.190476191,1625142.857142857,758083.3333333334,2394.923214285714,2024.766570417596,506.191642604399
6,732782.7380952382,2931130.952380952,2104714.285714285,826416.6666666667,2047.884642857142,93.0711017357612,23.2677754339403
6,1083559.523809524,2167119.047619048,1435285.714285714,731833.3333333334,3206.606785714285,732.8826719166092,366.4413359583046
6,1122472.789115646,7857309.523809524,6035142.857142857,1822166.666666666,2108.274897959183,8149.3261336707,1164.189447667243
6,984208.3333333333,1968416.666666666,1367999.999999999,600416.6666666667,2252.146428571428,613.3299600191982,306.6649800095991
6,923119.0476190476,1846238.095238095,1394571.428571428,451666.6666666666,2792.438979591835,618.491024079365,309.2455120396825
6,989380.9523809524,989380.9523809524,631714.2857142857,357666.6666666666,1913.042857142856,23.2677754339403,23.2677754339403
6,3668797.619047619,3668797.619047619,2017714.285714285,1651083.333333333,2743.04,64.58335245658307,64.58335245658307
6,556914.5904761904,2784572.952380952,1648714.285714285,1135858.666666666,1751.618591836734,2342.556104284032,468.5112208568065
6,607406.9047619047,1822220.714285714,967285.7142857144,854935,1485.98738095238,815.1177130999531,271.705904366651
6,740995.4126984125,2222986.238095237,1221428.571428571,1001557.666666666,1471.752380952381,2031.019081547207,677.0063605157359
6,630088.0952380951,1890264.285714285,922714.2857142856,967550,1553.529081632653,2228.823876013753,742.9412920045845
6,1862443.649999999,9312218.25,5357999.999999999,3954218.25,2076.400734693877,1577.434713914498,315.4869427828997
6,2073095.476190476,6219286.428571429,3464571.428571428,2754715,2146.795272108843,504.1092848063043,168.0364282687681
6,671807.7976190475,671807.7976190475,379285.7142857143,292522.0833333333,2173.311428571428,21.62383602554653,21.62383602554653
6,747607.1190476189,1495214.238095237,855428.5714285712,639785.6666666666,2511.340051020407,895.8966582455467,447.9483291227734
6,1930349.333333333,5791048,3749999.999999999,2041048,2178.870510204081,1981.042637509592,660.3475458365309
6,1140785.714285714,2281571.428571428,1304571.428571428,976999.9999999997,2076.775765306122,895.8966582455467,447.9483291227734
6,2360069.047619047,7080207.142857142,5203457.142857142,1876750,2038.863095238095,1587.505416350926,529.1684721169754
6,1409129.761904762,2818259.523809524,1284342.857142857,1533916.666666666,2236.890357142856,1045.48186475398,522.7409323769901
6,454079.3650793652,1362238.095238095,974571.4285714288,387666.6666666666,1797.467142857142,2516.432839081562,838.8109463605208
6,737732.1428571427,2950928.57142857,2364428.57142857,586499.9999999997,1791.337704081632,1045.373137856339,261.3432844640847
6,4101630.952380951,12304892.85714285,5843142.857142856,6461750,2157.262380952381,1853.161167368184,617.7203891227281
6,586576.1904761905,1173152.380952381,753985.7142857143,419166.6666666666,2123.527857142856,481.1807012741369,240.5903506370684
6,574057.142857143,574057.142857143,336557.1428571429,237500,2223.155714285714,244.6901311874543,244.6901311874543
6,1534751.984126983,9208511.9047619,5103428.571428569,4105083.333333333,2003.613333333333,3892.407797449183,648.7346329081973
6,985261.9047619049,2955785.714285714,2116285.714285714,839499.9999999998,1941.937891156462,751.8514734137474,250.6171578045824
6,598710.7142857143,1197421.428571428,843171.4285714288,354249.9999999999,2067.33663265306,979.2805962730208,489.6402981365103
6,1944217.261904761,7776869.047619046,4633285.714285713,3143583.333333333,2241.725765306122,2779.542637811607,694.8856594529017
6,1640727.38095238,3281454.761904761,1798371.428571428,1483083.333333333,2375.295714285714,1112.402385657759,556.2011928288798
6,884723.8095238094,884723.8095238094,383057.1428571428,501666.6666666666,2500.777755102041,6.21857552464528,6.21857552464528
6,1478638.888888889,4435916.666666667,2178000,2257916.666666667,2090.36850340136,1883.702515256625,627.9008384188753
6,4380661.904761905,13141985.71428571,5997985.714285714,7144000,1845.966938775509,1463.177750560222,487.7259168534076
6,4515396.825396825,13546190.47619047,6054857.142857143,7491333.333333333,2145.088843537414,1665.86329812837,555.28776604279
6,1303954.761904761,6519773.809523808,2937857.142857142,3581916.666666666,1942.841795918367,7201.977914570015,1440.395582914003
6,724222.2222222222,4345333.333333333,2523000,1822333.333333333,2044.920306122449,7857.43990353979,1309.573317256631
6,1822603.174603174,5467809.523809524,2918142.857142857,2549666.666666666,2041.197006802721,595.5141210900795,198.5047070300265
6,2326702.380952381,4653404.761904763,2279571.428571429,2373833.333333333,2831.38,494.2459034697014,247.1229517348507
6,1408827.38095238,2817654.761904761,1448571.428571428,1369083.333333333,2571.035714285714,844.342782815083,422.1713914075415
6,1165023.809523809,1165023.809523809,753857.1428571427,411166.6666666667,3356.471428571428,90.48694944338268,90.48694944338268
6,473907.7380952379,1895630.952380951,1165714.285714285,729916.6666666665,1591.103749999999,1086.908958236142,271.7272395590355
6,1958702.380952381,7834809.523809524,3707142.857142857,4127666.666666666,1972.174285714286,2193.121312281856,548.2803280704641
6,756718.253968254,2270154.761904762,1520571.428571428,749583.3333333334,1598.76238095238,434.0208505937727,144.6736168645909
6,630892.857142857,2523571.428571428,1520571.428571428,1003000,1798.987142857143,1238.669089296343,309.6672723240859
6,1210083.333333333,1210083.333333333,795000,415083.3333333334,3477.643571428571,90.48694944338268,90.48694944338268
6,658434.5238095237,2633738.095238095,1700571.428571428,933166.6666666664,1937.523035714285,1468.843382474707,367.2108456186769
6,2409136.904761905,4818273.80952381,3210857.142857143,1607416.666666666,3421.247857142855,1280.439355035511,640.2196775177558
6,1143134.92063492,3429404.761904761,2018571.428571428,1410833.333333333,2423.263809523809,361.5009398792892,120.5003132930964
6,1880119.047619047,3760238.095238095,2270571.428571428,1489666.666666666,3242.04357142857,669.7880033133532,334.8940016566766
6,1881750,5645250,4200000,1445250,2515.071428571428,2035.920219107656,678.6400730358853
6,1536247.023809523,6144988.095238094,4088571.428571427,2056416.666666666,2502.13,4425.923410460985,1106.480852615246
6,583619.0476190475,1167238.095238095,917571.4285714286,249666.6666666666,2295.309642857142,1290.66048342067,645.3302417103354
6,601642.8571428569,2406571.428571427,1613571.428571427,792999.9999999997,1801.414464285714,865.5056763270806,216.3764190817701
6,463064.2857142857,2315321.428571428,1835571.428571428,479750,1644.815571428571,57.53830160842908,11.50766032168581
6,690646.8253968253,2071940.476190475,1506857.142857142,565083.3333333333,2199.837687074829,1796.18891559756,598.7296385325199
6,758619.0476190475,758619.0476190475,499285.7142857143,259333.3333333333,3016.061428571428,309.1226422211413,309.1226422211413
6,5055642.857142857,10111285.71428571,4186285.714285714,5925000,2985.840714285714,43.85476714917238,21.92738357458619
6,619702.380952381,619702.380952381,406285.7142857143,213416.6666666665,2788.572142857143,309.1226422211413,309.1226422211413
6,644622.619047619,1289245.238095238,917828.5714285714,371416.6666666666,2219.536795918368,1091.979588321046,545.9897941605232
6,786743.6507936507,2360230.952380951,1498714.285714285,861516.6666666665,1741.919061224489,1221.877200858348,407.2924002861161
6,667642.857142857,3338214.285714285,2284714.285714285,1053500,1990.140706122448,827.4048642449281,165.4809728489856
6,317633.3333333331,1588166.666666666,1196999.999999999,391166.6666666666,1400.641448979591,1115.389005818007,223.0778011636014
6,457085.7142857142,2285428.57142857,1698428.57142857,587000,1593.316540816326,3079.181168937751,615.8362337875503
6,655942.2619047618,2623769.047619047,1913485.714285714,710283.3333333333,2021.076364795917,1624.713713457117,406.1784283642793
6,2448655.555555555,7345966.666666666,3612000,3733966.666666666,2200.917843537414,1678.711485250715,559.5704950835717
6,1920171.428571428,9600857.14285714,6039857.142857142,3560999.999999999,2435.184411836734,4130.443265623329,826.0886531246659
6,425178.5714285714,1700714.285714285,1315714.285714285,385000,1853.091275510204,6577.824065898903,1644.456016474725
6,7120456.349206347,21361369.04761904,6691285.714285711,14670083.33333333,2789.836040136054,1877.434634178725,625.8115447262418
6,485370.2380952381,970740.4761904762,584057.1428571427,386683.3333333334,1429.043806122448,3628.224735782504,1814.112367891252
6,679288.0952380951,1358576.19047619,770742.8571428569,587833.3333333333,1885.238673469387,326.3536337089974,163.1768168544987
6,603984.1269841269,1811952.380952381,1304785.714285714,507166.6666666668,1626.480136054422,2472.601242425558,824.2004141418527
6,1041750,1041750,618000.0000000001,423750,2471.241428571428,238.3221419347235,238.3221419347235
6,551391.6666666666,1654175,881999.9999999997,772175.0000000001,1425.86156462585,162.0363599472511,54.01211998241706
6,852830.9523809525,852830.9523809525,542914.2857142857,309916.6666666667,2403.495714285714,238.3221419347235,238.3221419347235
6,1206032.539682539,3618097.619047619,2382514.285714285,1235583.333333333,1745.068809523809,1452.958237038381,484.319412346127
6,557330.9523809523,1114661.904761904,722828.5714285712,391833.3333333332,1806.341275510204,109.1160824861726,54.5580412430863
6,938013.0952380951,1876026.19047619,1251942.857142857,624083.3333333333,2107.544285714285,1472.728577779312,736.3642888896563
6,2439160.714285714,4878321.428571429,1940571.428571428,2937750,1850.394285714285,61.85411433155701,30.9270571657785
6,1398080.357142857,5592321.428571429,4232571.428571429,1359750,2486.320025510204,1348.945722676191,337.2364306690478
6,1537726.19047619,4613178.57142857,2679428.571428571,1933750,2682.283333333333,1314.068961229774,438.0229870765915
6,1148515.873015873,3445547.619047619,1906714.285714285,1538833.333333333,1674.946462585033,1005.74028489105,335.2467616303502
6,3134324.404761904,12537297.61904761,6835714.285714284,5701583.333333333,2308.176428571428,2490.302171000766,622.5755427501916
6,1371242.063492063,4113726.190476191,1967142.857142857,2146583.333333333,1902.545034013605,2213.571436421974,737.8571454739914
6,2171869.047619048,6515607.142857143,4425857.142857143,2089750,2756.562176870748,1064.06807920555,354.6893597351835
6,2758083.333333333,5516166.666666666,3218999.999999999,2297166.666666666,3141.778979591837,29.74943268598827,14.87471634299413
6,2068718.253968253,6206154.761904762,4235571.428571428,1970583.333333333,3207.810136054421,1005.74028489105,335.2467616303502
6,1075902.380952381,5379511.904761904,3924428.571428571,1455083.333333333,1845.738734693877,1830.257672212142,366.0515344424285
6,1993345.238095237,3986690.476190475,2127857.142857142,1858833.333333333,3161.521836734694,34.18618995071915,17.09309497535957
6,394229.1666666666,1576916.666666666,1167000,409916.6666666668,1074.669285714285,3168.984540404997,792.2461351012493
6,504169.6428571427,2016678.57142857,1404428.571428571,612249.9999999998,1165.592499999999,403.0050045896271,100.7512511474067
6,1513077.38095238,3026154.761904761,1523571.428571428,1502583.333333333,2166.494642857142,843.339722365082,421.669861182541
6,720071.4285714285,2880285.714285714,1717285.714285713,1163000,1315.608928571428,2668.278172498783,667.0695431246959
6,982373.0158730156,2947119.047619047,1798285.714285714,1148833.333333333,1241.790272108843,944.9372067006988,314.9790689002329
6,412067.4603174603,1236202.380952381,859285.7142857143,376916.6666666667,1311.591904761904,889.9155537796452,296.6385179265484
6,1841564.285714286,1841564.285714286,1204714.285714285,636850.0000000002,2928.988979591836,22.83530656864443,22.83530656864443
6,486354.1666666666,1945416.666666666,1043999.999999999,901416.6666666667,1327.116989795918,2369.336054914932,592.3340137287331
6,965769.841269841,2897309.523809523,1796142.857142856,1101166.666666666,1454.83462585034,2242.873343600421,747.624447866807
6,1847192.857142857,1847192.857142857,1019442.857142857,827749.9999999997,2999.789999999999,22.83530656864443,22.83530656864443
6,1604617.857142857,6418471.428571429,3205971.428571428,3212500,1933.555,2316.792088354265,579.1980220885662
6,1029908.928571428,4119635.714285714,2881885.714285714,1237750,1946.499757653061,1177.498443101817,294.3746107754543
6,2083280.952380952,4166561.904761904,2679728.571428571,1486833.333333333,2104.938061224489,468.7717802798968,234.3858901399484
6,2625325,10501300,5517300,4983999.999999999,2752.055204081632,2980.321985884919,745.0804964712299
6,781500.5952380953,3126002.380952381,2196085.714285714,929916.6666666667,2225.242882653061,2022.188278465285,505.5470696163212
6,736765.0793650792,2210295.238095237,1419128.571428571,791166.6666666667,2616.617142857142,390.2183042622235,130.0727680874078
6,617320.2380952381,1234640.476190476,888557.1428571428,346083.3333333333,1629.997142857142,1481.275915785472,740.6379578927364
6,1987983.333333333,5963950,3913199.999999999,2050750,2946.601904761904,1406.889451542315,468.9631505141052
6,875187.5,3500750,1592999.999999999,1907750,1721.592857142856,1309.822486207895,327.4556215519738
6,929059.5238095236,1858119.047619047,1210285.714285714,647833.3333333333,1899.351428571428,236.4526007026977,118.2263003513488
6,2460307.142857142,7380921.428571427,4031571.428571428,3349349.999999999,2668.502142857142,3184.202150391414,1061.400716797138
6,2436509.523809524,7309528.571428572,2140928.571428571,5168600,1668.039081632653,1642.251828520154,547.4172761733847
6,407826.5873015872,2446959.523809523,1641042.857142857,805916.6666666667,1464.784302721088,10884.67420734751,1814.112367891252
6,3061857.142857142,3061857.142857142,1550357.142857143,1511499.999999999,3702.886428571428,47.66045645146909,47.66045645146909
6,629830.1587301589,3778980.952380953,2711314.285714286,1067666.666666666,1876.552619047619,10884.67420734751,1814.112367891252
6,531821.9047619049,2659109.523809524,1953942.857142857,705166.6666666665,1125.904448979591,3776.324906831935,755.264981366387
6,673631.7460317459,2020895.238095237,1230728.571428571,790166.6666666666,1911.75306122449,1861.424477622614,620.4748258742048
